horizon,quarter,ffr_hat,standard_error,ci_lower,ci_upper,model
12,1991 Q2,5.431136267829776,0.515922975071707,4.4130237288600185,6.449248806799533,Long
12,1991 Q3,6.013123782793465,0.4794192617759352,5.0670469740026505,6.959200591584279,Long
12,1991 Q4,6.216264316127637,0.7099722783816093,4.815218590569906,7.617310041685369,Long
12,1992 Q1,4.779070766545886,0.8494646100937012,3.1027535394883996,6.455387993603373,Long
12,1992 Q2,4.780371327248018,0.9390024167345058,2.9273619037629874,6.633380750733048,Long
12,1992 Q3,4.133477450874623,1.1269148426544633,1.9096452373583026,6.357309664390944,Long
12,1992 Q4,4.4642837987986255,1.1694243616765854,2.1565641128626463,6.772003484734604,Long
12,1993 Q1,4.008937549469038,1.3275141690173604,1.3892464590524085,6.628628639885667,Long
12,1993 Q2,4.006943370551253,1.0799342061296735,1.8758218472848116,6.138064893817695,Long
12,1993 Q3,4.04182695215048,1.1371012732471832,1.797893031179957,6.285760873121003,Long
12,1993 Q4,3.990389780768031,1.1832029447665116,1.6554797022911096,6.325299859244952,Long
12,1994 Q1,3.3721323380488943,1.0506555361340213,1.298788782594001,5.445475893503788,Long
12,1994 Q2,3.9775359844958755,1.251545655251222,1.5077597072768016,6.4473122617149485,Long
12,1994 Q3,4.13400324467365,1.1851487637980769,1.7952533241072637,6.472753165240036,Long
